Designator,Mid X,Mid Y,Rotation,Layer
MotorPower,220.0,-118.0,270.0,top
Power ON,216.0,-96.5,0.0,top
SW2,215.96,-108.8,0.0,top
VCC,220.0,-82.0,270.0,top
